"REGION_4LETTER","Source","PM25_Contribution"
"BELG","POLA",0.0107980937443446
"BELG","PORT",0.0072992700729927
"BELG","ROMA",0.00018254837531946
"BELG","RUSS",0.00269869113479962
"BELG","SERB",5.06508635972243e-05
"BELG","SKRE",0.000622277535780959
"BELG","SLOV",0.00109769484083425
"BELG","SPAI",0.0332155477031802
"BELG","SWED",0.00698080279232112
"BELG","SWIT",0.033625730994152
"BELG","UKRA",0.00134258223316178
"BELG","UNKI",0.178211959739491
"BELG","OTHER",0.00208512587082628
"BHUT","BANG",0.132915360501567
"BHUT","CHIN",0.00146070698217937
"BHUT","INDI",0.11839010952093
"BHUT","IRAN",0.0120481927710843
"BHUT","NEPA",0.209802749551703
"BHUT","PAKI",0.00575942076682574
"BOHE","ALBA",0.0175202156334232
"BOHE","AUST",0.0333024976873266
"BOHE","BELA",0.00454840805717999
"BOHE","BELG",0.000701016473887137
"BOHE","BULG",0.0217777777777778
"BOHE","CROA",0.189146049481245
"BOHE","CZRE",0.0352763629503867
"BOHE","DENM",0.00141643059490085
"BOHE","FRAN",0.00581076636333735
"BOHE","GERM",0.0134164440486791
"BOHE","GREE",0.00419287211740042
"BOHE","HUNG",0.0579594017094017
"BOHE","ITAL",0.0371398819854217
"BOHE","KOSO",0.0185497470489039
"BOHE","LATV",0.00297619047619048
"BOHE","LITH",0.00149253731343284
"BOHE","MACE",0.00520833333333333
"BOHE","MOLD",0.0050761421319797
"BOHE","MONT",0.162790697674419
"BOHE","NETH",0.00121016538926987
"BOHE","POLA",0.023647222054654
"BOHE","ROMA",0.0239138371668492
"BOHE","RUSS",0.00580218593981919
"BOHE","SERB",0.0899559337486704
"BOHE","SKRE",0.0379589296826385
"BOHE","SLOV",0.0164654226125137
"BOHE","SPAI",0.0049469964664311
"BOHE","SWIT",0.00584795321637427
"BOHE","TURK",0.00331629128091751
"BOHE","UKRA",0.0135377041843813
"BOHE","UNKI",0.00197355437142293
"BOHE","OTHER",0.00335146687390713
"BOLV","ARGE",0.0119047619047619
"BOLV","BRAZ",0.0123456790123457
"BOLV","CHIL",0.0591133004926108
"BOLV","PERU",0.467065868263473
"BOLV","OTHER",0.0086284659579783
"BRAZ","ARGE",0.00297619047619048
"BRAZ","PARA",0.0476190476190476
"BRAZ","URUG",0.00526315789473684
"BRAZ","OTHER",0.00493699519831247
"BRUN","MALA",0.235969570833931
"BRUN","PHIL",0.202755905511811
"BRUN","OTHER",0.00137042382525188
"BULG","ALBA",0.0188679245283019
"BULG","AUST",0.00863398088189948
"BULG","AZER",0.000754716981132076
"BULG","BELA",0.0149447693307342
"BULG","BOHE",0.0310512841688001
"BULG","CROA",0.0103750997605746
"BULG","CZRE",0.0111299754763252
"BULG","FRAN",0.0019734678215108
"BULG","GEOR",0.002710027100271
"BULG","GERM",0.00522410210745028
"BULG","GREE",0.122990915443746
"BULG","HUNG",0.0208333333333333
"BULG","ITAL",0.00902464422075668
"BULG","KAZA",0.000910194174757282
"BULG","KOSO",0.0414357986027463
"BULG","LATV",0.00297619047619048
"BULG","LITH",0.00149253731343284
"BULG","MACE",0.0619791666666667
"BULG","MOLD",0.0913705583756345
"BULG","MONT",0.00465116279069767
"BULG","POLA",0.0127284792181939
"BULG","ROMA",0.136546184738956
"BULG","RUSS",0.0236135474294967
"BULG","SERB",0.0566276655016968
"BULG","SKRE",0.014934660858743
"BULG","SLOV",0.00329308452250274
"BULG","SWIT",0.00146198830409357
"BULG","TURK",0.0485007599834185
"BULG","UKRA",0.0636607742224211
"BULG","UNKI",0.00059206631142688
"BULG","OTHER",0.00382330900108246
"CAMB","CHIN",0.0106631609699094
"CAMB","LAOS",0.0906432748538012
"CAMB","MALA",0.000430601406631262
"CAMB","PHIL",0.0413385826771654
"CAMB","THAI",0.15178243292907
"CAMB","VIET",0.586871424269798
"CAMB","OTHER",0.0126495323211857
"CANA","USAM",0.869305856832972
"CANA","OTHER",0.00241645618807072
"CARB","USAM",0.017353579175705
"CARB","VENE",0.0392156862745098
"CARB","OTHER",0.00444433650670293
"CEAM","CARB",0.0558659217877095
"CEAM","COLO",0.09375
"CEAM","MEXI",0.589285714285714
"CEAM","USAM",0.000542299349240781
"CEAM","VENE",0.0522875816993464
"CEAM","OTHER",0.00391698354103639
"CHIL","ARGE",0.181547619047619
"CHIL","PERU",0.029940119760479
"CHIL","OTHER",6.24496933026174e-05
"CHIN","BANG",0.00626959247648903
"CHIN","BHUT",0.0522727272727273
"CHIN","INDI",0.000447938363681158
"CHIN","JAPA",0.0208333333333333
"CHIN","KAZA",0.00970873786407767
"CHIN","KORN",0.0316319194823868
"CHIN","KORS",0.114754098360656
"CHIN","KYRG",0.000757002271006813
"CHIN","LAOS",0.0292397660818713
"CHIN","MONG",0.743589743589744
"CHIN","MYAN",0.126315789473684
"CHIN","NEPA",0.0119545726240287
"CHIN","PHIL",0.147637795275591
"CHIN","RUSS",0.021184725408177
"CHIN","TAIW",0.929824561403509
"CHIN","THAI",0.0356486585814039
"CHIN","VIET",0.043360433604336
"CHIN","OTHER",0.00657629964750618
"COLO","CARB",0.162011173184358
"COLO","ECUA",0.428571428571429
"COLO","VENE",0.908496732026144
"COLO","OTHER",0.00283799161786339
"CROA","ALBA",0.0107816711590297
"CROA","AUST",0.0912735121800802
"CROA","BELA",0.00649772579597141
"CROA","BELG",0.00350508236943568
"CROA","BOHE",0.1474935998018
"CROA","BULG",0.0191111111111111
"CROA","CZRE",0.0548953027730617
"CROA","DENM",0.00141643059490085
"CROA","FRAN",0.00909987939918869
"CROA","GERM",0.0200653012763431
"CROA","GREE",0.00419287211740042
"CROA","HUNG",0.102297008547009
"CROA","ITAL",0.111940298507463
"CROA","KOSO",0.0130089135148157
"CROA","LATV",0.00297619047619048
"CROA","LITH",0.00149253731343284
"CROA","MACE",0.00572916666666667
"CROA","MOLD",0.00761421319796954
"CROA","MONT",0.0418604651162791
"CROA","NETH",0.00484066155707947
"CROA","POLA",0.027990589370815
"CROA","ROMA",0.0268346111719606
"CROA","RUSS",0.00553231682633922
"CROA","SERB",0.0618953553158081
"CROA","SKRE",0.0479153702551338
"CROA","SLOV",0.329308452250274
"CROA","SPAI",0.015547703180212
"CROA","SWED",0.00174520069808028
"CROA","SWIT",0.0190058479532164
"CROA","TURK",0.00248721846068813
"CROA","UKRA",0.0134258223316178
"CROA","UNKI",0.00493388592855733
"CROA","OTHER",0.00304268783479975
"CYPR","ALBA",0.00134770889487871
"CYPR","ARME",0.00198019801980198
"CYPR","AUST",0.000308356460067839
"CYPR","AZER",0.000754716981132076
"CYPR","BELA",0.00129954515919428
"CYPR","BOHE",0.0039639937236766
"CYPR","BULG",0.0111111111111111
"CYPR","CROA",0.000399042298483639
"CYPR","CZRE",0.000188643652141106
"CYPR","FRAN",0.000877096809560355
"CYPR","GEOR",0.002710027100271
"CYPR","GERM",0.000593647966755714
"CYPR","GREE",0.0803633822501747
"CYPR","HUNG",0.000267094017094017
"CYPR","ITAL",0.00711558486636585
"CYPR","KAZA",0.000910194174757282
"CYPR","KOSO",0.0012045290291496
"CYPR","MACE",0.00625
"CYPR","MOLD",0.00253807106598985
"CYPR","POLA",0.0013271400132714
"CYPR","ROMA",0.00273822562979189
"CYPR","RUSS",0.0120091755498583
"CYPR","SERB",0.00364686217900015
"CYPR","SPAI",0.00212014134275618
"CYPR","TURK",0.372391875086362
"CYPR","UKRA",0.0173416871783397
"CYPR","OTHER",0.0110015543034778
"CZRE","AUST",0.110083256244218
"CZRE","BELA",0.0129954515919428
"CZRE","BELG",0.0168243953732913
"CZRE","BOHE",0.0222974646956809
"CZRE","BULG",0.00755555555555556
"CZRE","CROA",0.0331205107741421
"CZRE","DENM",0.028328611898017
"CZRE","FRAN",0.0233527025545445
"CZRE","GERM",0.0777678836449985
"CZRE","GREE",0.000698812019566737
"CZRE","HUNG",0.0681089743589744
"CZRE","ITAL",0.0157931273863242
"CZRE","KOSO",0.00264996386412913
"CZRE","LATV",0.00297619047619048
"CZRE","LITH",0.00298507462686567
"CZRE","LUXE",0.0172413793103448
"CZRE","MACE",0.000520833333333333
"CZRE","MOLD",0.0050761421319797
"CZRE","NETH",0.0246066962484873
"CZRE","NORW",0.0168350168350168
"CZRE","POLA",0.0947095373107317
"CZRE","ROMA",0.0169769989047097
"CZRE","RUSS",0.00688166239373903
"CZRE","SERB",0.0176771513954313
"CZRE","SKRE",0.129433727442439
"CZRE","SLOV",0.0548847420417124
"CZRE","SPAI",0.00706713780918728
"CZRE","SWED",0.00523560209424084
"CZRE","SWIT",0.0526315789473684
"CZRE","TURK",0.00124360923034407
"CZRE","UKRA",0.0121951219512195
"CZRE","UNKI",0.0191434774028025
"CZRE","OTHER",0.00170175414249632
"DENM","AUST",0.00585877274128893
"DENM","BELA",0.0155945419103314
"DENM","BELG",0.0385559060637925
"DENM","BOHE",0.00181683045668511
"DENM","BULG",0.000444444444444445
"DENM","CROA",0.000798084596967279
"DENM","CZRE",0.0198075834748161
"DENM","ESTO",0.00740740740740741
"DENM","FINL",0.0391566265060241
"DENM","FRAN",0.0219274202390089
"DENM","GERM",0.0589492430988424
"DENM","HUNG",0.00454059829059829
"DENM","ICEL",0.136363636363636
"DENM","IREL",0.0819672131147541
"DENM","ITAL",0.000520652551197501
"DENM","LATV",0.0178571428571429
"DENM","LITH",0.0208955223880597
"DENM","LUXE",0.0258620689655172
"DENM","MOLD",0.00253807106598985
"DENM","NETH",0.0935861234368697
"DENM","NORW",0.202020202020202
"DENM","POLA",0.0371599203715992
"DENM","PORT",0.0072992700729927
"DENM","ROMA",0.00237312887915298
"DENM","RUSS",0.00985022264201862
"DENM","SERB",0.00126627158993061
"DENM","SKRE",0.0074673304293715
"DENM","SLOV",0.00109769484083425
"DENM","SPAI",0.0113074204946996
"DENM","SWED",0.2478184991274
"DENM","SWIT",0.00730994152046783
"DENM","TURK",0.000138178803371563
"DENM","UKRA",0.00604162004922802
"DENM","UNKI",0.0803236629169134
"DENM","OTHER",0.00276513364234367
"EAFR","EGYP",0.0622286541244573
"EAFR","INDI",0.000134381509104347
"EAFR","IRAN",0.00223114680946006
"EAFR","ISRA",0.0115961800818554
"EAFR","KENY",0.57617728531856
"EAFR","MIDE",0.0311144635112201
"EAFR","NAFR",0.00462962962962963
"EAFR","NIGE",0.00230769230769231
"EAFR","PAKI",0.000164554879052164
"EAFR","RSAF",0.0782967032967033
"EAFR","SAAR",0.0813008130081301
"EAFR","SAFR",0.013953488372093
"EAFR","TANZ",0.397540983606557
"EAFR","WAFR",0.21763085399449
"EAFR","OTHER",0.0294849288073496
"ECUA","COLO",0.34375
"ECUA","PERU",0.502994011976048
"ECUA","OTHER",0.00263676482833273
"EGYP","ISRA",0.328103683492497
"EGYP","MIDE",0.0561946068263247
"EGYP","NAFR",0.493055555555556
"EGYP","NIGE",0.200769230769231
"EGYP","RUSS",0.0110646336526784
"EGYP","SAAR",0.0110336817653891
"EGYP","OTHER",0.0391854478336895
"ESTO","AUST",0.000925069380203516
"ESTO","BELA",0.0851202079272255
"ESTO","BELG",0.00350508236943568
"ESTO","BOHE",0.00132133124122553
"ESTO","BULG",0.000444444444444445
"ESTO","CROA",0.000399042298483639
"ESTO","CZRE",0.00565930956423316
"ESTO","DENM",0.0453257790368272
"ESTO","FINL",0.424698795180723
"ESTO","FRAN",0.00241201622629098
"ESTO","GERM",0.00801424755120213
"ESTO","HUNG",0.00240384615384615
"ESTO","ITAL",0.000347101700798334
"ESTO","KAZA",0.000303398058252427
"ESTO","LATV",0.383928571428571
"ESTO","LITH",0.12089552238806
"ESTO","MOLD",0.00761421319796954
"ESTO","NETH",0.0072609923356192
"ESTO","NORW",0.074074074074074
"ESTO","POLA",0.0226217047716716
"ESTO","ROMA",0.00383351588170865
"ESTO","RUSS",0.049655916880313
"ESTO","SERB",0.00101301727194449
"ESTO","SKRE",0.00435594275046671
"ESTO","SLOV",0.00109769484083425
"ESTO","SWED",0.130890052356021
"ESTO","TURK",0.0011054304269725
"ESTO","UKRA",0.0143208771537257
"ESTO","UNKI",0.00276297611999211
"ESTO","OTHER",0.00232451636181965
"FINL","AUST",0.000308356460067839
"FINL","BELA",0.0357374918778428
"FINL","BELG",0.00210304942166141
"FINL","BOHE",8.25832025765959e-05
"FINL","CROA",0.000399042298483639
"FINL","CZRE",0.00301829843425769
"FINL","DENM",0.0325779036827195
"FINL","ESTO",0.340740740740741
"FINL","FRAN",0.00164455651792567
"FINL","GERM",0.00480854853072128
"FINL","HUNG",0.000801282051282051
"FINL","ICEL",0.0454545454545454
"FINL","LATV",0.0833333333333333
"FINL","LITH",0.0402985074626866
"FINL","MOLD",0.00253807106598985
"FINL","NETH",0.00484066155707947
"FINL","NORW",0.0875420875420875
"FINL","POLA",0.0111600410206913
"FINL","ROMA",0.00164293537787514
"FINL","RUSS",0.0303602752664957
"FINL","SERB",0.000455857772375019
"FINL","SKRE",0.00124455507156192
"FINL","SWED",0.139616055846422
"FINL","TURK",0.000414536410114688
"FINL","UKRA",0.00693667487133587
"FINL","UNKI",0.00236826524570752
"FINL","OTHER",0.00213716728191179
"FRAN","AUST",0.00925069380203516
"FRAN","BELG",0.0816684192078514
"FRAN","BOHE",0.000990998430919151
"FRAN","CROA",0.000798084596967279
"FRAN","CZRE",0.0105640445199019
"FRAN","DENM",0.0084985835694051
"FRAN","GERM",0.0347284060552092
"FRAN","HUNG",0.000534188034188034
"FRAN","ICEL",0.0454545454545454
"FRAN","IREL",0.0688524590163934
"FRAN","ITAL",0.019784796945505
"FRAN","LUXE",0.112068965517241
"FRAN","NETH",0.0496167809600645
"FRAN","NORW",0.00673400673400673
"FRAN","POLA",0.0053085600530856
"FRAN","PORT",0.0364963503649635
"FRAN","ROMA",0.00018254837531946
"FRAN","RUSS",0.000944541897179868
"FRAN","SERB",0.000405206908777795
"FRAN","SKRE",0.000622277535780959
"FRAN","SLOV",0.0021953896816685
"FRAN","SPAI",0.0946996466431096
"FRAN","SWED",0.00174520069808028
"FRAN","SWIT",0.140350877192982
"FRAN","UKRA",0.000559409263817409
"FRAN","UNKI",0.0722320899940794
"FRAN","OTHER",0.00257951927613867
"GEOR","ARME",0.344554455445545
"GEOR","AZER",0.476981132075472
"GEOR","BELA",0.00129954515919428
"GEOR","BULG",0.000888888888888889
"GEOR","GERM",0.000118729593351143
"GEOR","KAZA",0.0139563106796117
"GEOR","MOLD",0.00253807106598985
"GEOR","POLA",0.000422271822404536
"GEOR","ROMA",0.000547645125958379
"GEOR","RUSS",0.028741060585616
"GEOR","SERB",0.000101301727194449
"GEOR","TKME",0.0662557781201849
"GEOR","TURK",0.0864999309105983
"GEOR","UKRA",0.0139852315954352
"GEOR","UZBE",0.000195274360476469
"GEOR","OTHER",0.00785825307391268
"GERM","AUST",0.0585877274128893
"GERM","BELA",0.00584795321637427
"GERM","BELG",0.101296880476691
"GERM","BOHE",0.00239491287472128
"GERM","BULG",0.000444444444444445
"GERM","CROA",0.0019952114924182
"GERM","CZRE",0.0639501980758348
"GERM","DENM",0.0538243626062323
"GERM","FINL",0.00301204819277108
"GERM","FRAN",0.0681942769433176
"GERM","HUNG",0.00587606837606838
"GERM","ICEL",0.0454545454545454
"GERM","IREL",0.0426229508196721
"GERM","ITAL",0.00763623741756335
"GERM","LATV",0.00297619047619048
"GERM","LITH",0.00298507462686567
"GERM","LUXE",0.189655172413793
"GERM","MOLD",0.00253807106598985
"GERM","NETH",0.159338442920533
"GERM","NORW",0.0336700336700337
"GERM","POLA",0.0298003257525487
"GERM","PORT",0.0072992700729927
"GERM","ROMA",0.0018254837531946
"GERM","RUSS",0.00404803670219943
"GERM","SERB",0.00177278022590285
"GERM","SKRE",0.00933416303671438
"GERM","SLOV",0.00548847420417124
"GERM","SPAI",0.0183745583038869
"GERM","SWED",0.0191972076788831
"GERM","SWIT",0.169590643274854
"GERM","UKRA",0.0036921011411949
"GERM","UNKI",0.065916716005526
"GERM","OTHER",0.00168961114657637
"GREE","ALBA",0.0606469002695418
"GREE","AUST",0.00154178230033919
"GREE","BELA",0.00649772579597141
"GREE","BOHE",0.0213064662647617
"GREE","BULG",0.142222222222222
"GREE","CROA",0.00399042298483639
"GREE","CZRE",0.00490473495566874
"GREE","FRAN",0.00208310492270584
"GREE","GERM",0.00267141585040071
"GREE","HUNG",0.00560897435897436
"GREE","ITAL",0.0213467545990975
"GREE","KOSO",0.0460130089135148
"GREE","MACE",0.116145833333333
"GREE","MOLD",0.0177664974619289
"GREE","MONT",0.013953488372093
"GREE","POLA",0.00621342824395246
"GREE","ROMA",0.0237312887915298
"GREE","RUSS",0.0170017541492376
"GREE","SERB",0.0282631818872512
"GREE","SKRE",0.00373366521468575
"GREE","SLOV",0.00109769484083425
"GREE","SPAI",0.00848056537102474
"GREE","TURK",0.094514301506149
"GREE","UKRA",0.0409487581114343
"GREE","UNKI",0.000789421748569173
"GREE","OTHER",0.0070065086458131
"HUNG","ALBA",0.00269541778975741
"HUNG","AUST",0.0977489978415048
"HUNG","BELA",0.0155945419103314
"HUNG","BELG",0.00560813179109709
"HUNG","BOHE",0.0514493352052193
"HUNG","BULG",0.0342222222222222
"HUNG","CROA",0.124501197126896
"HUNG","CZRE",0.089417091114884
"HUNG","DENM",0.0028328611898017
"HUNG","FRAN",0.0105251617147243
"HUNG","GERM",0.0262392401306025
"HUNG","GREE",0.00419287211740042
"HUNG","ITAL",0.0376605345366192
"HUNG","KOSO",0.0199951818838834
"HUNG","LATV",0.00297619047619048
"HUNG","LITH",0.00149253731343284
"HUNG","MACE",0.00989583333333333
"HUNG","MOLD",0.0152284263959391
"HUNG","MONT",0.00348837209302326
"HUNG","NETH",0.00766438079870916
"HUNG","NORW",0.00336700336700337
"HUNG","POLA",0.0629788260843337
"HUNG","ROMA",0.121942314713399
"HUNG","RUSS",0.00917554985831871
"HUNG","SERB",0.0624525148153776
"HUNG","SKRE",0.296204107031736
"HUNG","SLOV",0.0976948408342481
"HUNG","SPAI",0.00212014134275618
"HUNG","SWED",0.00174520069808028
"HUNG","SWIT",0.0248538011695906
"HUNG","TURK",0.00414536410114688
"HUNG","UKRA",0.0344596106511524
"HUNG","UNKI",0.00809157292283403
"HUNG","OTHER",0.00215277970523745
"ICEL","GERM",0.000118729593351143
"ICEL","UNKI",0.000789421748569173
"ICEL","OTHER",0.00227420966443698
"INDI","AFGH",0.199124726477024
"INDI","BANG",0.435109717868339
"INDI","BHUT",0.340909090909091
"INDI","CHIN",0.00019476093095725
"INDI","IRAN",0.140562248995984
"INDI","KAZA",0.000606796116504854
"INDI","MIDE",0.0377145012257213
"INDI","MYAN",0.210526315789474
"INDI","NEPA",0.5415421398685
"INDI","PAKI",0.560309363172618
"INDI","SAAR",0.0789779326364692
"INDI","SRIL",1
"INDI","OTHER",0.0135724000111022
"INDO","AUTR",0.75
"INDO","MALA",0.0113391703746232
"INDO","PHIL",0.00590551181102362
"INDO","SING",0.174940898345154
"INDO","THAI",0.000367511944138184
"INDO","VIET",0.000602228244504667
"INDO","OTHER",0.00230369979738544
"IRAN","AFGH",0.00273522975929978
"IRAN","EGYP",0.0065123010130246
"IRAN","ISRA",0.0395634379263302
"IRAN","KAZA",0.0157766990291262
"IRAN","MIDE",0.128417876673581
"IRAN","NIGE",0.0515384615384615
"IRAN","PAKI",0.000658219516208656
"IRAN","RUSS",0.00620698961003913
"IRAN","SAAR",0.170150987224158
"IRAN","OTHER",0.0635998084876072
"IREL","AUST",0.000308356460067839
"IREL","BELG",0.0136698212407992
"IREL","CZRE",0.00132050556498774
"IREL","DENM",0.0212464589235127
"IREL","FRAN",0.0166648393816467
"IREL","GERM",0.00712377560106856
"IREL","ICEL",0.227272727272727
"IREL","ITAL",0.000173550850399167
"IREL","NETH",0.0205728116175877
"IREL","NORW",0.0168350168350168
"IREL","POLA",0.000301622730288955
"IREL","PORT",0.0072992700729927
"IREL","RUSS",0.000134934556739981
"IREL","SPAI",0.0120141342756184
"IREL","SWED",0.00523560209424084
"IREL","SWIT",0.00146198830409357
"IREL","UNKI",0.149990132228143
"IREL","OTHER",0.0025222737239446
"ISRA","EGYP",0.549204052098408
"ISRA","MIDE",0.265132943616821
"ISRA","NAFR",0.284722222222222
"ISRA","NIGE",0.146923076923077
"ISRA","RUSS",0.0121441101065983
"ISRA","SAAR",0.0911730545876887
"ISRA","OTHER",0.0232226123400594
"ITAL","ALBA",0.00539083557951483
"ITAL","AUST",0.0407030527289547
"ITAL","BELA",0.000649772579597141
"ITAL","BELG",0.000701016473887137
"ITAL","BOHE",0.0216367990750681
"ITAL","BULG",0.00311111111111111
"ITAL","CROA",0.034317637669593
"ITAL","CZRE",0.0122618373891719
"ITAL","FRAN",0.0213792347330337
"ITAL","GERM",0.0089047195013357
"ITAL","GREE",0.00279524807826695
"ITAL","HUNG",0.00801282051282051
"ITAL","KOSO",0.00650445675740785
"ITAL","MACE",0.003125
"ITAL","MOLD",0.00253807106598985
"ITAL","MONT",0.0116279069767442
"ITAL","NETH",0.000806776926179911
"ITAL","POLA",0.00675634915847258
"ITAL","PORT",0.0072992700729927
"ITAL","ROMA",0.00328587075575027
"ITAL","RUSS",0.00161921468087977
"ITAL","SERB",0.00815478903915312
"ITAL","SKRE",0.00622277535780958
"ITAL","SLOV",0.125137211855104
"ITAL","SPAI",0.0515901060070671
"ITAL","SWIT",0.138888888888889
"ITAL","TURK",0.00124360923034407
"ITAL","UKRA",0.0036921011411949
"ITAL","UNKI",0.00276297611999211
"ITAL","OTHER",0.00488668850092981
"JAPA","CHIN",0.0365663647872237
"JAPA","KORN",0.0316319194823868
"JAPA","KORS",0.190346083788707
"JAPA","PHIL",0.00196850393700787
"JAPA","RUSS",0.00580218593981919
"JAPA","TAIW",0.0701754385964912
"JAPA","OTHER",0.00389269754919648
"KAZA","AZER",0.0030188679245283
"KAZA","BELA",0.00129954515919428
"KAZA","KYRG",0.149129447388342
"KAZA","RUSS",0.0433139927135339
"KAZA","TAJI",0.0408830744071954
"KAZA","TKME",0.0416024653312789
"KAZA","TURK",0.000414536410114688
"KAZA","UKRA",0.00391586484672186
"KAZA","UZBE",0.0890451083772701
"KAZA","OTHER",0.0149636404007883
"KENY","EAFR",0.485074626865672
